Token,Item Name,Variation Name,SKU,Description,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Nancys,New Quantity Nancys,Stock Alert Enabled Nancys,Stock Alert Count Nancys
ZHERCFZCXZ4KOJMOJLPND2SK,Thermal Underwear,Bottoms,TU-BO,,Thermal Underwear,,,,82595812345679,visible,Physical good,,,,,,,,29.99,,N,,,Y,Size,Bottoms,20.00,KT's Apparel,APP123,16,,Y,5
AMRW2SNPK5H3SXA4OWSSONCS,Throw Pillow,Velvet,TP-VE,Velvet throw pillow with decorative pattern,Decor,,,,49382567890124,visible,Physical good,,,,Y,,Y,Y,24.99,,N,,,Y,Size,Velvet,15.00,Home Furnishings,HOM123,18,,Y,5
RYEBQ3LQYNR7GXCSO7QOLKTZ,Tie Clip,Silver,TC-SV,Silver tie clip with minimalist design,Tie Clips,,,,93726901234579,visible,Physical good,,,,Y,,Y,Y,29.99,,N,,,Y,Size,Silver,20.00,KT's Jewelry,JWL123,18,,Y,5
H32TLVGP6GZ57EXCSOH4P7OF,Tie Clip,Gold,TC-GD,,Tie Clips,,,,10483701234568,visible,Physical good,,,,,,,,49.99,,N,,,Y,Size,Gold,30.00,KT's Jewelry,JWL123,15,,Y,5
R3BF67GVIA2HHD6THWWPHOJX,Tights,Opaque,TI-OP,Women's opaque tights,Tights,,,,93606923456780,visible,Physical good,,,,Y,,Y,Y,12.99,,N,,,Y,Size,Opaque,7.50,KT's Apparel,APP123,22,,Y,5
KAN7ZFGFNY6SV63OIAWYTKWD,Tights,Sheer,TI-SH,,Tights,,,,10471703456789,visible,Physical good,,,,,,,,9.99,,N,,,Y,Size,Sheer,6.50,KT's Apparel,APP123,25,,Y,5
SEG7GMPGNK6TZXIUFEKV2DG3,Tire,Winter,TI-WN,Set of all-season tires for passenger cars,Tires,,,,36140345678901,visible,Physical good,,,,Y,,Y,Y,699.00,,N,,,Y,Size,Winter,400.00,KT's Autos,AUT123,18,,Y,5
MCW4X4VFHMFMBQV5N6ZQH3UX,Tire,All-Season,TI-AS,,Tires,,,,25039234567890,visible,Physical good,,,,,,,,599.00,,N,,,Y,Size,All-Season,350.00,KT's Autos,AUT123,20,,Y,5
34PBINDBLZT5DJWZ2QWG6XPV,Toiletry Bag,Navy,TB-N,Waterproof toiletry bag with hanging hook,Bags,,,,49245830759368,visible,Physical good,,,,Y,,Y,Y,24.99,,N,,,Y,Size,Navy,15.00,KT's Clothes,ABC123,15,,Y,5
PGDMGYAELJLAEILZORISHEJO,Toiletry Bag,Black,TB-B,,Bags,,,,38134719648257,visible,Physical good,,,,,,,,24.99,,N,,,Y,Size,Black,15.00,KT's Clothes,ABC123,21,,Y,5
QURZC4OOTWJYATLGFZUW6FXD,Toiletry Bag,Gray,TB-G,,Bags,,,,27023608537146,visible,Physical good,,,,,,,,24.99,,N,,,Y,Size,Gray,15.00,KT's Clothes,ABC123,18,,Y,5
4N4D2R3SBAJNWR3YDIXYN3EE,Toy Car,Truck,TC-TR,Toy race car with pull-back action,Toy Cars,,,,10482567890135,visible,Physical good,,,,Y,,Y,Y,9.99,,N,,,Y,Size,Truck,6.50,KT's Clothes,ABC123,30,,Y,5
6XB4C3JHBFT7UQIVFQRFBEDX,Toy Car,Race Car,TC-RC,,Toy Cars,,,,93714567890246,visible,Physical good,,,,,,,,7.99,,N,,,Y,Size,Race Car,5.00,KT's Clothes,ABC123,35,,Y,5
QJKJ55BI5Y6NGLBYKZLRWZTV,Travel Wallet,Black,TW-B,Leather travel wallet with RFID blocking,Wallets,,,,71468052981580,visible,Physical good,,,,Y,,Y,Y,34.99,,N,,,Y,Size,Black,20.00,KT's Clothes,ABC123,18,,Y,5
UIXQXEAFRO624BADNV5MKWCZ,Travel Wallet,Brown,TW-BR,,Wallets,,,,60356941870479,visible,Physical good,,,,,,,,34.99,,N,,,Y,Size,Brown,20.00,KT's Clothes,ABC123,15,,Y,5
K3ELUYFRYR6WQ676KWOOEXGQ,Undershirt,Crew Neck,US-CN,Men's crew neck undershirt,Undershirts,,,,48281456789024,visible,Physical good,,,,Y,,Y,Y,12.99,,N,,,Y,Size,Crew Neck,7.50,KT's Apparel,APP123,22,,Y,5
NUUYHAJJPES5HU3VPC3EXFYL,Undershirt,V-Neck,US-VN,,Undershirts,,,,59392567890135,visible,Physical good,,,,,,,,12.99,,N,,,Y,Size,V-Neck,7.50,KT's Apparel,APP123,20,,Y,5
IZZDLBRZ3WU7KVZQTZW7SI7P,Underwear,Briefs,UW-BR,Men's cotton briefs,Underwear,,,,15958123456791,visible,Physical good,,,,Y,,Y,Y,9.99,,N,,,Y,Size,Briefs,6.50,KT's Apparel,APP123,30,,Y,5
EU73LX4JUDDPIG2ZGPM5C2BD,Underwear,Boxers,UW-BX,,Underwear,,,,26069234567802,visible,Physical good,,,,,,,,12.99,,N,,,Y,Size,Boxers,7.50,KT's Apparel,APP123,28,,Y,5
TWYWVBCR4BYTG2VKCFDVBY3E,Underwear,Trunks,UW-TR,,Underwear,,,,37170345678913,visible,Physical good,,,,,,,,14.99,,N,,,Y,Size,Trunks,8.50,KT's Apparel,APP123,25,,Y,5
NWLXO4L5X6X7EQVMVHHSWCRP,VR Headset,One Size,SKU_109,Virtual reality headset for immersive experiences,Electronics,,,,7418529630741,visible,Physical good,1.2,Step into a new reality with immersive virtual reality,Comfortable VR headset with high-resolution display and immersive audio,Y,,Y,Y,299.99,,N,,,,,,149.99,VR Headset Store,YZA789,18,,Y,5
RNSLU34O22FYBW6MEFVK3QXW,Wall Art,Canvas,WA-CA,Canvas wall art with abstract design,Decor,,,,38271456789013,visible,Physical good,,,,Y,,Y,Y,119.99,,N,,,Y,Size,Canvas,75.00,Home Furnishings,HOM123,8,,Y,5
RTA62GFQHHUL3ZXMVJ7S2CH2,Warm Winter Scarf,Red,WWS-R,Chunky knit scarf perfect for cold weather,Scarves,,,,1029384756123,visible,Physical good,,,,Y,,Y,Y,19.99,,N,,,Y,Size,Red,12.00,KT's Clothes,ABC123,30,,Y,5
KI2YR6XD56RRYWDM3GMYIT7V,Warm Winter Scarf,Blue,WWS-B,,Scarves,,,,1029384756125,visible,Physical good,,,,,,,,19.99,,N,,,Y,Size,Blue,12.00,KT's Clothes,ABC123,20,,Y,5
E3ZG3FA2BJW5KYCERKPQAIBU,Warm Winter Scarf,Gray,WWS-G,,Scarves,,,,1029384756124,visible,Physical good,,,,,,,,19.99,,N,,,Y,Size,Gray,12.00,KT's Clothes,ABC123,25,,Y,5
ZPBLT7EVL5LVVWTA7KZWLMBL,Watch,Leather,WA-LE,Leather strap watch with quartz movement,Watches,,,,13726901234579,visible,Physical good,,,,Y,,Y,Y,249.99,,N,,,Y,Size,Leather,150.00,KT's Jewelry,JWL123,5,,Y,5
VVWYJZQ62DBVAP65FIWFZIQT,Watch,Metal,WA-ME,,Watches,,,,14837012345680,visible,Physical good,,,,,,,,349.99,,N,,,Y,Size,Metal,200.00,KT's Jewelry,JWL123,8,,Y,5
V4ISIHWL6THTZEHFLCI3A3KJ,Water Bottle,Stainless Steel,WB-SS,Stainless steel water bottle with leak-proof lid,Water Bottles,,,,70812345679135,visible,Physical good,,,,Y,,Y,Y,14.99,,N,,,Y,Size,Stainless Steel,10.00,KT's Clothes,ABC123,30,,Y,5
2ACUWPXDON2ZN6BY7HGN3MNV,Water Bottle,Plastic,WB-PL,,Water Bottles,,,,81923456780246,visible,Physical good,,,,,,,,12.99,,N,,,Y,Size,Plastic,7.50,KT's Clothes,ABC123,35,,Y,5
MZTRXXIE6RCJQMQUHZSNHLWH,Water Bottle,Stainless Steel,WB-SS,Stainless steel water bottle with leak-proof lid,Hydration,,,,18046073093701,visible,Physical good,,,,Y,,Y,Y,14.99,,N,,,Y,Size,Stainless Steel,10.00,KT's Clothes,ABC123,30,,Y,5
UXLZPZCFG7AWVJ3JVGAY4C37,Water Bottle,Plastic,WB-P,,Hydration,,,,29157184104812,visible,Physical good,,,,,,,,12.99,,N,,,Y,Size,Plastic,7.50,KT's Clothes,ABC123,35,,Y,5
XGFNU2E4HPCSWBINCWN7MRWJ,Watering Can,One Size,SKU_118,Galvanized steel watering can with a long spout,Gardening & Outdoors,,,,3217896540321,visible,Physical good,3,Water your plants with style and ease,Durable and attractive watering can with a long spout for precise watering,Y,,Y,Y,29.99,,N,,,,,,14.99,Gardening Tools Store,ZAB789,15,,Y,5
7Z2L3TUT7NAA2QXNB2OERMWS,Webcam,One Size,SKU_76,High-definition webcam for video calls and streaming,Electronics,,,,7896541230789,visible,Physical good,0.3,Connect with clarity,High-quality video and audio for seamless communication,Y,,Y,Y,49.99,,N,,,,,,25.00,Webcam Store,ZAB456,20,,Y,5
TMMUKTK27V3OZRD3SSSULXT6,Weekender Bag,Black,WB-B,Durable canvas weekender bag with multiple compartments,Bags,,,,14801486315924,visible,Physical good,,,,Y,,Y,Y,69.99,,N,,,Y,Size,Black,40.00,KT's Clothes,ABC123,15,,Y,5
K7MBWC4ETI4AW5QQ4PKIBMI6,Weekender Bag,Gray,WB-G,,Bags,,,,13790375204813,visible,Physical good,,,,,,,,69.99,,N,,,Y,Size,Gray,40.00,KT's Clothes,ABC123,12,,Y,5
XJD6YCH6WWAYHEL3QJOEAJAQ,Weekender Bag,Olive,WB-O,,Bags,,,,15912597426035,visible,Physical good,,,,,,,,69.99,,N,,,Y,Size,Olive,40.00,KT's Clothes,ABC123,9,,Y,5
YGM65GAOPVTBCFUNFVQZI3V3,Wiper Blades,Standard,WB-ST,Standard wiper blades for clear visibility,Wiper Blades,,,,11381701234567,visible,Physical good,,,,Y,,Y,Y,24.00,,N,,,Y,Size,Standard,15.00,KT's Autos,AUT123,30,,Y,5
QHF2H2Z35DJNXAK7JFICR7F6,Wiper Blades,Winter,WB-WN,,Wiper Blades,,,,12492812345678,visible,Physical good,,,,,,,,34.00,,N,,,Y,Size,Winter,20.00,KT's Autos,AUT123,22,,Y,5
2JZCBQW2J5EPIID5P4V4VW4Y,Wireless Earbuds,Black,WEB-B,Wireless earbuds with noise cancellation,Electronics,,,,59357962981590,visible,Physical good,,,,Y,,Y,Y,89.99,,N,,,Y,Size,Black,50.00,KT's Clothes,ABC123,18,,Y,5
4EVFGN6GKSOAXUWZJQJXCYSB,Wireless Earbuds,White,WEB-W,,Electronics,,,,70468073092601,visible,Physical good,,,,,,,,89.99,,N,,,Y,Size,White,50.00,KT's Clothes,ABC123,15,,Y,5
5YBAUQNUQC3BUW5EXAS35RVS,Wool Beanie,Navy,WB-N,Wool beanie with a cozy fit,Beanies,,,,1357924680137,visible,Physical good,,,,Y,,Y,Y,15.99,,N,,,Y,Size,Navy,10.00,KT's Clothes,ABC123,28,,Y,5
OJZTV7UJDMD7B2XZ35ADJJK6,Wool Beanie,Black,WB-B,,Beanies,,,,1357924680136,visible,Physical good,,,,,,,,15.99,,N,,,Y,Size,Black,10.00,KT's Clothes,ABC123,30,,Y,5
PWPZZDMDACH4VE4VWTWDQWSQ,Wool Beanie,Gray,WB-G,,Beanies,,,,1357924680135,visible,Physical good,,,,,,,,15.99,,N,,,Y,Size,Gray,10.00,KT's Clothes,ABC123,35,,Y,5
UDNDOCLS4IU4KGDRWIALZYMO,Workout Gloves,Black,WG-B,Workout gloves with padded palms,Fitness,,,,11804708394712,visible,Physical good,,,,Y,,Y,Y,22.99,,N,,,Y,Size,Black,12.50,KT's Clothes,ABC123,20,,Y,5
7LQOPWVC6YOGTFLHLK5GZGFN,Workout Gloves,Pink,WG-P,,Fitness,,,,12915819405823,visible,Physical good,,,,,,,,22.99,,N,,,Y,Size,Pink,12.50,KT's Clothes,ABC123,18,,Y,5
CH33CTWG2ECFLLSN3MDJDHT4,Wrist Wraps,Black,WW-B,Wrist wraps for support during weightlifting,Fitness,,,,80683596172500,visible,Physical good,,,,Y,,Y,Y,10.99,,N,,,Y,Size,Black,6.50,KT's Clothes,ABC123,22,,Y,5
WBRG2M7LLCVCM7FLPCNPDRJZ,Wrist Wraps,Blue,WW-BL,,Fitness,,,,91794607283611,visible,Physical good,,,,,,,,10.99,,N,,,Y,Size,Blue,6.50,KT's Clothes,ABC123,20,,Y,5
R3HUIMILRLNYBFSWNRK7MLPR,Yoga Block,Cork,YB-C,Yoga block made from sustainable cork,Yoga,,,,10379306325934,visible,Physical good,,,,Y,,Y,Y,12.99,,N,,,Y,Size,Cork,7.50,KT's Clothes,ABC123,25,,Y,5
RD3MLW2G54JEGTKNUM4AYQXN,Yoga Block,Foam,YB-F,,Yoga,,,,11480417437045,visible,Physical good,,,,,,,,10.99,,N,,,Y,Size,Foam,6.50,KT's Clothes,ABC123,30,,Y,5
QWT43EKJAAPQDBEUCUJI5OBF,Yoga Mat,Blue,YM-B,Thick yoga mat with non-slip surface,Yoga,,,,81579184103712,visible,Physical good,,,,Y,,Y,Y,29.99,,N,,,Y,Size,Blue,17.50,KT's Clothes,ABC123,20,,Y,5
L2UHR222YNB6DDF7CIJ47BLR,Yoga Mat,Purple,YM-P,,Yoga,,,,92680295214823,visible,Physical good,,,,,,,,29.99,,N,,,Y,Size,Purple,17.50,KT's Clothes,ABC123,18,,Y,5
